Benchmark,time,Nexps,objective,operating time ratio of the reactors,scheduling mode,Nreactors,operating time ratio of the analyzers,condition,random_seed,regret
A2,1423.443336,51,0.617445861,0.50817237,SRBA-PI,5,0.323160036,"[[81.7538595199585, 100.0, 4.175, 'e']]",5427,2.11E-05
A2,858.6699183,34,0.616124811,0.535456987,SRBA-PI,5,0.372669396,"[[79.94330883026123, 100.0, 4.175, 'e']]",7140,0.001342189
A2,769.7516663,28,0.617400144,0.574163407,SRBA-PI,5,0.337771273,"[[81.91322803497314, 100.0, 4.175, 'e']]",4889,6.69E-05
A2,890.400902,33,0.617376894,0.550262814,SRBA-PI,5,0.348157778,"[[81.97144508361816, 100.0, 4.175, 'e']]",247,9.01E-05
A2,1119.795392,42,0.617421181,0.547051584,SRBA-PI,5,0.294696694,"[[81.26145839691162, 100.0, 4.175, 'e']]",9311,4.58E-05
A2,1094.081509,43,0.617399638,0.527541302,SRBA-PI,5,0.3473233,"[[81.1976432800293, 100.0, 4.175, 'e']]",7453,6.74E-05
A2,1289.929643,44,0.617451869,0.507871861,SRBA-PI,5,0.317846793,"[[81.39039993286133, 100.0, 4.175, 'e']]",4054,1.51E-05
A2,1295.488528,47,0.616687737,0.506900481,SRBA-PI,5,0.331921117,"[[82.78338432312012, 100.0, 4.175, 'e']]",742,0.000779263
A2,963.3512603,43,0.614783519,0.468325584,SRBA-PI,5,0.394456327,"[[79.27277088165283, 100.0, 4.175, 'e']]",4945,0.002683481
A2,794.8706832,30,0.617441208,0.563030871,SRBA-PI,5,0.377419883,"[[81.77544116973877, 100.0, 4.175, 'e']]",9623,2.58E-05
A2,979.481372,39,0.616311531,0.545021522,SRBA-PI,5,0.336912992,"[[80.06001472473145, 100.0, 4.175, 'e']]",5966,0.001155469
A2,1059.365144,40,0.61681613,0.540157621,SRBA-PI,5,0.33982617,"[[82.6775312423706, 100.0, 4.175, 'e']]",3130,0.00065087
A2,1616.270863,54,0.617157202,0.472185499,SRBA-PI,5,0.272231598,"[[80.78290939331055, 100.0, 4.175, 'e']]",6574,0.000309798
A2,930.0075098,34,0.617465305,0.516463083,SRBA-PI,5,0.344083243,"[[81.51764392852783, 100.0, 4.175, 'e']]",9297,1.70E-06
A2,1058.647122,37,0.616917421,0.483963514,SRBA-PI,5,0.330610638,"[[80.52534103393555, 100.0, 4.175, 'e']]",6622,0.000549579
A2,1107.835295,41,0.61746561,0.458790748,SRBA-PI,5,0.324958052,"[[81.52627468109131, 100.0, 4.175, 'e']]",5710,1.39E-06
A2,983.7661839,35,0.61715846,0.52241283,SRBA-PI,5,0.345610579,"[[80.7844877243042, 100.0, 4.175, 'e']]",9452,0.00030854
A2,899.6907682,31,0.61598874,0.496834775,SRBA-PI,5,0.311218043,"[[83.24759006500244, 100.0, 4.175, 'e']]",8451,0.00147826
A2,839.0235672,27,0.617341666,0.513126346,SRBA-PI,5,0.309884025,"[[82.04666137695312, 100.0, 4.175, 'e']]",4203,0.000125334
A2,923.061813,34,0.617455728,0.535460685,SRBA-PI,5,0.346672341,"[[81.41469955444336, 100.0, 4.175, 'e']]",7692,1.13E-05
A2,973.7023881,32,0.617231174,0.521067684,SRBA-PI,5,0.308102356,"[[82.23018169403076, 100.0, 4.175, 'e']]",9181,0.000235826
A2,1037.339006,39,0.616972354,0.542633802,SRBA-PI,5,0.337401754,"[[82.53344058990479, 100.0, 4.175, 'e']]",2103,0.000494646
A2,1121.208125,35,0.61666071,0.479573785,SRBA-PI,5,0.294325373,"[[82.80452728271484, 100.0, 4.175, 'e']]",8879,0.00080629
A2,1126.224983,37,0.617458501,0.510065705,SRBA-PI,5,0.310772719,"[[81.43513679504395, 100.0, 4.175, 'e']]",5459,8.50E-06
A2,1231.152279,46,0.617449384,0.482291127,SRBA-PI,5,0.316776411,"[[81.73580646514893, 100.0, 4.175, 'e']]",1449,1.76E-05
A2,862.6865323,40,0.614255811,0.576634326,SRIA,5,0.463667839,"[[79.05724048614502, 100.0, 4.175, 'e']]",4313,0.003211189
A2,1088.801438,44,0.617465788,0.57118615,SRIA,5,0.404114088,"[[81.57958984375, 100.0, 4.175, 'e']]",2929,1.21E-06
A2,1016.224285,45,0.617455016,0.577956177,SRIA,5,0.442815633,"[[81.70238018035889, 100.0, 4.175, 'e']]",8313,1.20E-05
A2,1309.542752,54,0.617464744,0.578422094,SRIA,5,0.412357672,"[[81.50546550750732, 100.0, 4.175, 'e']]",9494,2.26E-06
A2,1003.709522,50,0.617274472,0.513973563,SRIA,5,0.498152094,"[[80.94721794128418, 100.0, 4.175, 'e']]",6444,0.000192528
A2,1132.625527,50,0.617466055,0.586889984,SRIA,5,0.441452173,"[[81.56190872192383, 100.0, 4.175, 'e']]",5427,9.45E-07
A2,987.7336232,45,0.6173991,0.580890967,SRIA,5,0.455588419,"[[81.19619369506836, 100.0, 4.175, 'e']]",7140,6.79E-05
A2,836.1191306,35,0.614138754,0.650435114,SRIA,5,0.418600636,"[[83.95796775817871, 100.0, 4.164057277431657, 'e']]",4889,0.003328246
A2,882.9276779,40,0.617465312,0.595348177,SRIA,5,0.453038239,"[[81.59450054168701, 100.0, 4.175, 'e']]",247,1.69E-06
A2,971.0174435,44,0.617461678,0.577187484,SRIA,5,0.453132951,"[[81.4639663696289, 100.0, 4.175, 'e']]",9311,5.32E-06
A2,1228.899505,50,0.617465273,0.575624504,SRIA,5,0.406868095,"[[81.59546852111816, 100.0, 4.175, 'e']]",7453,1.73E-06
A2,1074.203693,45,0.617465669,0.618169781,SRIA,5,0.418914963,"[[81.5282392501831, 100.0, 4.175, 'e']]",4054,1.33E-06
A2,1087.641516,50,0.616228019,0.560907524,SRIA,5,0.459710293,"[[83.10434341430664, 100.0, 4.175, 'e']]",742,0.001238981
A2,989.4267307,50,0.617444762,0.532111624,SRIA,5,0.505343129,"[[81.35312080383301, 100.0, 4.175, 'e']]",4945,2.22E-05
A2,1050.754084,45,0.616812355,0.609417074,SRIA,5,0.42826386,"[[80.43085098266602, 100.0, 4.175, 'e']]",9623,0.000654645
A2,749.0819575,35,0.617416556,0.580415905,SRIA,5,0.467238593,"[[81.24664783477783, 100.0, 4.175, 'e']]",5966,5.04E-05
A2,956.2199258,40,0.617465312,0.591678826,SRIA,5,0.41831381,"[[81.51781558990479, 100.0, 4.175, 'e']]",3130,1.69E-06
A2,1089.469114,45,0.615995425,0.594035003,SRIA,5,0.413045211,"[[83.2437515258789, 100.0, 4.175, 'e']]",6574,0.001471575
A2,874.7446181,40,0.617464628,0.589558484,SRIA,5,0.45727632,"[[81.50331974029541, 100.0, 4.175, 'e']]",9297,2.37E-06
A2,1078.976894,44,0.617465432,0.524275824,SRIA,5,0.407793719,"[[81.59133434295654, 100.0, 4.175, 'e']]",6622,1.57E-06
A2,1168.109717,50,0.6171029,0.586502993,SRIA,5,0.428041983,"[[82.39428997039795, 100.0, 4.175, 'e']]",5710,0.0003641
A2,1015.665258,45,0.616978377,0.59027033,SRIA,5,0.443059361,"[[80.5843448638916, 100.0, 4.175, 'e']]",9452,0.000488623
A2,903.4849302,40,0.614399883,0.585348306,SRIA,5,0.442730129,"[[79.11422729492188, 100.0, 4.175, 'e']]",8451,0.003067117
A2,853.1449447,35,0.617448915,0.589545487,SRIA,5,0.410246819,"[[81.73830986022949, 100.0, 4.175, 'e']]",4203,1.81E-05
A2,862.798014,35,0.616637868,0.611866101,SRIA,5,0.405656937,"[[82.82212257385254, 100.0, 4.175, 'e']]",7692,0.000829132
A2,998.1373812,40,0.617446378,0.615189744,SRIA,5,0.400746438,"[[81.36096954345703, 100.0, 4.175, 'e']]",9181,2.06E-05
A2,999.1463737,40,0.617443315,0.659942269,SRIA,5,0.400341742,"[[81.34634017944336, 100.0, 4.175, 'e']]",2103,2.37E-05
A2,1235.675545,55,0.616379904,0.551778648,SRIA,5,0.445100659,"[[83.00614356994629, 100.0, 4.175, 'e']]",8879,0.001087096
A2,934.4885336,40,0.617442387,0.586506379,SRIA,5,0.428041635,"[[81.34210586547852, 100.0, 4.175, 'e']]",5459,2.46E-05
A2,1183.124818,55,0.616438612,0.536798194,SRIA,5,0.464870647,"[[82.96636581420898, 100.0, 4.175, 'e']]",1449,0.001028388
A2,877.5023466,37,0.617310307,0.609667303,SRIA-PI,5,0.398859332,"[[82.10501194000244, 100.0, 4.175, 'e']]",4313,0.000156693
A2,1221.417966,52,0.617245223,0.622725217,SRIA-PI,5,0.360237046,"[[82.2097110748291, 100.0, 4.175, 'e']]",2929,0.000221777
A2,1031.789751,39,0.616635473,0.550513613,SRIA-PI,5,0.348908292,"[[82.82395362854004, 100.0, 4.175, 'e']]",8313,0.000831527
A2,1025.217501,40,0.612585112,0.577247794,SRIA-PI,5,0.360899028,"[[84.6377420425415, 100.0, 4.175, 'e']]",9494,0.004881888
A2,915.3010972,42,0.617397305,0.553739599,SRIA-PI,5,0.426089296,"[[81.19140148162842, 100.0, 4.175, 'e']]",6444,6.97E-05
A2,1002.8589,48,0.617448991,0.642957971,SRIA-PI,5,0.3988597,"[[81.3743782043457, 100.0, 4.175, 'e']]",5427,1.80E-05
A2,739.0388448,35,0.617201794,0.596485568,SRIA-PI,5,0.419463743,"[[80.84093570709229, 100.0, 4.175, 'e']]",7140,0.000265206
A2,891.5246613,38,0.617393405,0.632190469,SRIA-PI,5,0.358935668,"[[81.93103313446045, 100.0, 4.175, 'e']]",4889,7.36E-05
A2,738.3338115,28,0.613287914,0.661840921,SRIA-PI,5,0.352144241,"[[82.57043838500977, 100.0, 4.06441605803964, 'e']]",247,0.004179086
A2,845.219829,31,0.616680796,0.526329377,SRIA-PI,5,0.36676849,"[[82.78884887695312, 100.0, 4.175, 'e']]",9311,0.000786204
A2,1094.161063,48,0.617464952,0.571185549,SRIA-PI,5,0.374716314,"[[81.60268783569336, 100.0, 4.175, 'e']]",7453,2.05E-06
A2,1055.189961,44,0.61744598,0.580567364,SRIA-PI,5,0.341170797,"[[81.75327777862549, 100.0, 4.175, 'e']]",4054,2.10E-05
A2,998.0766368,42,0.615421909,0.570739681,SRIA-PI,5,0.400770828,"[[79.56390380859375, 100.0, 4.175, 'e']]",742,0.002045091
A2,867.4971217,42,0.617167539,0.486863829,SRIA-PI,5,0.472624047,"[[82.31603145599365, 100.0, 4.175, 'e']]",4945,0.000299461
A2,1216.419824,54,0.617444145,0.640025736,SRIA-PI,5,0.34527553,"[[81.3502025604248, 100.0, 4.175, 'e']]",9623,2.29E-05
A2,787.7411146,36,0.616718668,0.586890154,SRIA-PI,5,0.431613881,"[[80.35281181335449, 100.0, 4.175, 'e']]",5966,0.000748332
A2,765.6681335,32,0.616615434,0.654820335,SRIA-PI,5,0.352633195,"[[82.8391695022583, 100.0, 4.175, 'e']]",3130,0.000851566
A2,974.3666249,37,0.615511448,0.565917029,SRIA-PI,5,0.338681551,"[[83.50230693817139, 100.0, 4.175, 'e']]",6574,0.001955552
A2,816.679485,36,0.61715819,0.613212424,SRIA-PI,5,0.428564702,"[[80.78414916992188, 100.0, 4.175, 'e']]",9297,0.00030881
A2,716.6543559,29,0.616754421,0.543927795,SRIA-PI,5,0.376750658,"[[80.38198471069336, 100.0, 4.175, 'e']]",6622,0.000712579
A2,706.6189692,32,0.617188331,0.541789302,SRIA-PI,5,0.438708857,"[[80.82293510437012, 100.0, 4.175, 'e']]",5710,0.000278669
A2,955.4668517,42,0.617402601,0.600337641,SRIA-PI,5,0.376779162,"[[81.20573043823242, 100.0, 4.175, 'e']]",9452,6.44E-05
A2,672.1648404,28,0.617296583,0.610218045,SRIA-PI,5,0.386809878,"[[82.12868690490723, 100.0, 4.175, 'e']]",8451,0.000170417
A2,952.6668864,40,0.617462288,0.603942383,SRIA-PI,5,0.367389698,"[[81.64170265197754, 100.0, 4.175, 'e']]",4203,4.71E-06
A2,788.3566139,32,0.616272379,0.640662342,SRIA-PI,5,0.36785383,"[[83.07631492614746, 100.0, 4.175, 'e']]",7692,0.001194621
A2,856.8807843,33,0.617411532,0.657758995,SRIA-PI,5,0.338436811,"[[81.88092708587646, 100.0, 4.175, 'e']]",9181,5.55E-05
A2,843.5753462,34,0.617395193,0.546937484,SRIA-PI,5,0.403046392,"[[81.18584156036377, 100.0, 4.175, 'e']]",2103,7.18E-05
A2,1001.722222,39,0.617232657,0.561266317,SRIA-PI,5,0.389329488,"[[82.2280502319336, 100.0, 4.175, 'e']]",8879,0.000234343
A2,847.2209042,37,0.616843845,0.612203698,SRIA-PI,5,0.377705506,"[[80.4583215713501, 100.0, 4.175, 'e']]",5459,0.000623155
A2,929.9932801,41,0.617388956,0.564914439,SRIA-PI,5,0.397852337,"[[81.94233894348145, 100.0, 4.175, 'e']]",1449,7.80E-05
A2,887.7786209,54,0.617465715,0.771286043,ARIA,5,0.608259748,"[[81.52987003326416, 100.0, 4.175, 'e']]",4313,1.29E-06
A2,1182.386601,61,0.617371707,0.816588746,ARIA,5,0.515905711,"[[81.9833517074585, 100.0, 4.175, 'e']]",2929,9.53E-05
A2,1064.059956,59,0.617462725,0.827512969,ARIA,5,0.554480033,"[[81.63661003112793, 100.0, 4.175, 'e']]",8313,4.28E-06
A2,1148.377581,58,0.617162816,0.776106194,ARIA,5,0.505060365,"[[82.32202053070068, 100.0, 4.175, 'e']]",9494,0.000304184
A2,1138.998545,66,0.616726749,0.779788005,ARIA,5,0.579456403,"[[82.7522087097168, 100.0, 4.175, 'e']]",6444,0.000740251
A2,1064.449746,53,0.616817228,0.799704369,ARIA,5,0.497909837,"[[82.67658233642578, 100.0, 4.175, 'e']]",5427,0.000649772
A2,1082.826868,57,0.616946372,0.793596064,ARIA,5,0.526399942,"[[82.55883693695068, 100.0, 4.175, 'e']]",7140,0.000520628
A2,961.9907056,47,0.617453334,0.800801822,ARIA,5,0.488570209,"[[81.39918327331543, 100.0, 4.175, 'e']]",4889,1.37E-05
A2,947.836435,45,0.617456865,0.800236745,ARIA,5,0.474765459,"[[81.42271041870117, 100.0, 4.175, 'e']]",247,1.01E-05
A2,899.2433545,43,0.617442673,0.778308737,ARIA,5,0.478179792,"[[81.7688798904419, 100.0, 4.175, 'e']]",9311,2.43E-05
A2,1245.41946,61,0.616988156,0.805777825,ARIA,5,0.48979482,"[[82.51766681671143, 100.0, 4.175, 'e']]",7453,0.000478844
A2,820.3388079,41,0.617452067,0.815080144,ARIA,5,0.499793495,"[[81.72072887420654, 100.0, 4.175, 'e']]",4054,1.49E-05
A2,1128.321642,63,0.617465798,0.831815258,ARIA,5,0.558351428,"[[81.5331506729126, 100.0, 4.175, 'e']]",742,1.20E-06
A2,978.5465526,57,0.617324614,0.733421361,ARIA,5,0.582496559,"[[82.0792007446289, 100.0, 4.175, 'e']]",4945,0.000142386
A2,1220.571999,66,0.617402208,0.799919849,ARIA,5,0.540730084,"[[81.2046480178833, 100.0, 4.175, 'e']]",9623,6.48E-05
A2,820.5140056,46,0.616329441,0.792978624,ARIA,5,0.56062419,"[[80.07168769836426, 100.0, 4.175, 'e']]",5966,0.001137559
A2,997.7276493,49,0.617428269,0.816166862,ARIA,5,0.491115988,"[[81.28572463989258, 100.0, 4.175, 'e']]",3130,3.87E-05
A2,1386.725412,68,0.617384649,0.757945691,ARIA,5,0.490363841,"[[81.95297718048096, 100.0, 4.175, 'e']]",6574,8.24E-05
A2,935.4442407,50,0.617353579,0.775638811,ARIA,5,0.534505402,"[[82.02258586883545, 100.0, 4.175, 'e']]",9297,0.000113421
A2,853.2606653,43,0.616951316,0.832923491,ARIA,5,0.503949165,"[[82.5540542602539, 100.0, 4.175, 'e']]",6622,0.000515684
A2,1405.002774,80,0.617245115,0.761742472,ARIA,5,0.569393893,"[[80.90220928192139, 100.0, 4.175, 'e']]",5710,0.000221885
A2,947.8472635,51,0.617461497,0.814806539,ARIA,5,0.538061373,"[[81.462082862854, 100.0, 4.175, 'e']]",9452,5.50E-06
A2,1526.134185,80,0.617435312,0.803949705,ARIA,5,0.524200302,"[[81.31221771240234, 100.0, 4.175, 'e']]",8451,3.17E-05
A2,1125.292081,54,0.617355391,0.830109724,ARIA,5,0.479875411,"[[82.01881408691406, 100.0, 4.175, 'e']]",4203,0.000111609
A2,1051.517284,51,0.617449591,0.811768811,ARIA,5,0.485013425,"[[81.73468589782715, 100.0, 4.175, 'e']]",7692,1.74E-05
A2,1130.977428,56,0.616852823,0.828693169,ARIA,5,0.495146929,"[[80.46627998352051, 100.0, 4.175, 'e']]",9181,0.000614177
A2,1032.705882,55,0.617465814,0.768274188,ARIA,5,0.532581454,"[[81.53383255004883, 100.0, 4.175, 'e']]",2103,1.19E-06
A2,1065.995048,54,0.617428342,0.78295456,ARIA,5,0.506568957,"[[81.82628154754639, 100.0, 4.175, 'e']]",8879,3.87E-05
A2,906.0763943,44,0.617464169,0.825861304,ARIA,5,0.485610267,"[[81.49547576904297, 100.0, 4.175, 'e']]",5459,2.83E-06
A2,1182.42667,60,0.617457236,0.727735209,ARIA,5,0.507431044,"[[81.42541885375977, 100.0, 4.175, 'e']]",1449,9.76E-06
A2,795.951986,48,0.617414701,0.783017624,ARIA-PI,5,0.477415732,"[[81.87135219573975, 100.0, 4.175, 'e']]",4313,5.23E-05
A2,973.3932511,59,0.617436599,0.848389609,ARIA-PI,5,0.493120329,"[[81.79490089416504, 100.0, 4.175, 'e']]",2929,3.04E-05
A2,907.9054927,52,0.617336961,0.80799097,ARIA-PI,5,0.451588853,"[[81.05632305145264, 100.0, 4.175, 'e']]",8313,0.000130039
A2,941.0930349,54,0.616996327,0.770860307,ARIA-PI,5,0.435663622,"[[82.50940799713135, 100.0, 4.175, 'e']]",9494,0.000470673
A2,888.9697878,57,0.61720535,0.738032327,ARIA-PI,5,0.449959049,"[[80.84576606750488, 100.0, 4.175, 'e']]",6444,0.00026165
A2,1048.474771,63,0.617393646,0.83199054,ARIA-PI,5,0.400581885,"[[81.18182182312012, 100.0, 4.175, 'e']]",5427,7.34E-05
A2,863.5905607,51,0.61744984,0.7901427,ARIA-PI,5,0.451602898,"[[81.73333168029785, 100.0, 4.175, 'e']]",7140,1.72E-05
A2,836.0762802,43,0.617375207,0.797543202,ARIA-PI,5,0.442543353,"[[81.97535037994385, 100.0, 4.175, 'e']]",4889,9.18E-05
A2,1021.468973,59,0.617367918,0.857293991,ARIA-PI,5,0.401382725,"[[81.12036228179932, 100.0, 4.175, 'e']]",247,9.91E-05
A2,1006.081643,57,0.616788217,0.81213033,ARIA-PI,5,0.41746115,"[[82.70137310028076, 100.0, 4.175, 'e']]",9311,0.000678783
A2,1038.738354,58,0.616966703,0.802799907,ARIA-PI,5,0.433217853,"[[82.53901958465576, 100.0, 4.175, 'e']]",7453,0.000500297
A2,900.8673168,49,0.616781596,0.779817833,ARIA-PI,5,0.399614897,"[[82.70695686340332, 100.0, 4.175, 'e']]",4054,0.000685404
A2,976.5340765,56,0.617065787,0.783146513,ARIA-PI,5,0.41985222,"[[80.67580699920654, 100.0, 4.175, 'e']]",742,0.000401213
A2,925.3647577,59,0.615827119,0.792870629,ARIA-PI,5,0.464681626,"[[79.7728443145752, 100.0, 4.175, 'e']]",4945,0.001639881
A2,1024.527993,57,0.617398874,0.804287472,ARIA-PI,5,0.429466059,"[[81.91665172576904, 100.0, 4.175, 'e']]",9623,6.81E-05
A2,892.7178333,52,0.617355178,0.77265378,ARIA-PI,5,0.448069911,"[[82.01925754547119, 100.0, 4.175, 'e']]",5966,0.000111822
A2,1096.861763,61,0.61746512,0.787737381,ARIA-PI,5,0.437612119,"[[81.59905433654785, 100.0, 4.175, 'e']]",3130,1.88E-06
A2,928.276408,49,0.616167817,0.836921666,ARIA-PI,5,0.420133482,"[[83.14159393310547, 100.0, 4.175, 'e']]",6574,0.001299183
A2,737.4559021,45,0.617126071,0.832905287,ARIA-PI,5,0.501724915,"[[80.74485301971436, 100.0, 4.175, 'e']]",9297,0.000340929
A2,948.6267367,50,0.616688631,0.7909879,ARIA-PI,5,0.390037499,"[[82.78267860412598, 100.0, 4.175, 'e']]",6622,0.000778369
A2,823.8638318,47,0.617458312,0.675806634,ARIA-PI,5,0.473379198,"[[81.67865753173828, 100.0, 4.175, 'e']]",5710,8.69E-06
A2,921.2764547,54,0.617214442,0.789456375,ARIA-PI,5,0.434180205,"[[80.85826873779297, 100.0, 4.175, 'e']]",9452,0.000252558
A2,890.7034657,50,0.617437319,0.813683049,ARIA-PI,5,0.460310323,"[[81.79195880889893, 100.0, 4.175, 'e']]",8451,2.97E-05
A2,854.3907961,49,0.617014175,0.817339837,ARIA-PI,5,0.444761345,"[[82.49111652374268, 100.0, 4.175, 'e']]",4203,0.000452825
A2,898.3596638,49,0.617232516,0.824189024,ARIA-PI,5,0.422993168,"[[80.88381290435791, 100.0, 4.175, 'e']]",7692,0.000234484
A2,1106.525088,59,0.61721039,0.811698521,ARIA-PI,5,0.397641233,"[[82.25937366485596, 100.0, 4.175, 'e']]",9181,0.00025661
A2,865.6363341,53,0.614687243,0.806934363,ARIA-PI,5,0.462087812,"[[83.87787818908691, 100.0, 4.175, 'e']]",2103,0.002779757
A2,908.8168969,47,0.617465913,0.809669846,ARIA-PI,5,0.385116079,"[[81.53862953186035, 100.0, 4.175, 'e']]",8879,1.09E-06
A2,878.4490844,49,0.617328691,0.85408573,ARIA-PI,5,0.432580564,"[[81.04055881500244, 100.0, 4.175, 'e']]",5459,0.000138309
A2,854.8962368,54,0.617395268,0.753935712,ARIA-PI,5,0.479590367,"[[81.92619800567627, 100.0, 4.175, 'e']]",1449,7.17E-05
A2,2093.819621,42,0.617461894,0.732396237,SRBA-PI,2,0.195814384,"[[81.46625995635986, 100.0, 4.175, 'e']]",4313,5.11E-06
A2,1638.361372,35,0.615367555,0.658190253,SRBA-PI,2,0.213628084,"[[83.57285499572754, 100.0, 4.175, 'e']]",2929,0.002099445
A2,1942.704724,41,0.616949401,0.744854514,SRBA-PI,2,0.211045969,"[[82.55590915679932, 100.0, 4.175, 'e']]",8313,0.000517599
A2,1772.977863,35,0.616828581,0.706262776,SRBA-PI,2,0.197407992,"[[80.44492244720459, 100.0, 4.175, 'e']]",9494,0.000638419
A2,1947.411075,43,0.617353374,0.724283221,SRBA-PI,2,0.220805974,"[[82.02301025390625, 100.0, 4.175, 'e']]",6444,0.000113626
A2,1235.807233,26,0.615994034,0.680386971,SRBA-PI,2,0.210388799,"[[79.86632347106934, 100.0, 4.175, 'e']]",5427,0.001472966
A2,1613.925018,32,0.617465431,0.73035034,SRBA-PI,2,0.198274391,"[[81.59136295318604, 100.0, 4.175, 'e']]",7140,1.57E-06
