Benchmark,analysis time,time,Nexps,Nreactors,TCT,operating time ratio of the analyzers,operating time ratio of the reactors,scheduling mode
A1,20 min,1307.419496,39,2,0.664650307,0.625942047,0.664650307,ARIA-PI
A1,20 min,1341.164973,39,2,0.651004652,0.613777952,0.651004652,ARIA-PI
A1,20 min,1654.689966,46,2,0.715414882,0.338725839,0.715414882,ARIA-PI
A1,20 min,1861.084895,48,2,0.70727607,0.218031204,0.70727607,ARIA-PI
A1,20 min,1465.288225,40,2,0.664159657,0.545887602,0.664159657,ARIA-PI
A1,20 min,1432.771447,40,2,0.672803182,0.557608792,0.672803182,ARIA-PI
A1,20 min,1808.594046,47,2,0.712607863,0.260100515,0.712607863,ARIA-PI
A1,20 min,1625.488938,43,2,0.689134681,0.418696259,0.689134681,ARIA-PI
A1,20 min,1403.653453,40,2,0.684336759,0.568104837,0.684336759,ARIA-PI
A1,20 min,1694.848215,47,2,0.683255272,0.301102011,0.683255272,ARIA-PI
A1,20 min,642.6399744,50,12,0.296367405,0.610942781,0.296367405,ARIA-PI
A1,20 min,791.3243734,72,12,0.300645983,0.048087863,0.300645983,ARIA-PI
A1,20 min,901.3615446,74,12,0.26585209,-0.037873084,0.26585209,ARIA-PI
A1,20 min,769.2298755,72,12,0.341088773,0.056052176,0.341088773,ARIA-PI
A1,20 min,862.0077339,68,12,0.260167577,0.115201513,0.260167577,ARIA-PI
A1,20 min,885.5879527,83,12,0.392716042,-0.240520575,0.392716042,ARIA-PI
A1,20 min,741.8373122,58,12,0.250369937,0.390000336,0.250369937,ARIA-PI
A1,20 min,768.3744699,60,12,0.250552056,0.334138299,0.250552056,ARIA-PI
A1,20 min,775.7450844,58,12,0.24071466,0.37777774,0.24071466,ARIA-PI
A1,20 min,1008.400014,76,12,0.260192691,-0.122753101,0.260192691,ARIA-PI
A1,20 min,973.2814259,88,12,0.32149204,-0.387871825,0.32149204,ARIA-PI
A1,20 min,1006.583006,68,12,0.231626683,0.063087054,0.231626683,ARIA-PI
A1,20 min,932.3812324,71,12,0.306446363,0.02038982,0.306446363,ARIA-PI
A1,20 min,757.0929655,67,12,0.239728014,0.176167859,0.239728014,ARIA-PI
A1,20 min,850.0462542,87,12,0.343789406,-0.320301596,0.343789406,ARIA-PI
A1,20 min,1094.609664,83,12,0.344091984,-0.315865779,0.344091984,ARIA-PI
A1,20 min,760.1547755,56,12,0.219319409,0.429693811,0.219319409,ARIA-PI
A1,20 min,1036.519617,80,12,0.315946583,-0.225481852,0.315946583,ARIA-PI
A1,20 min,1017.031254,77,12,0.25315995,-0.149012517,0.25315995,ARIA-PI
A1,20 min,951.6804429,78,12,0.296242532,-0.148603925,0.296242532,ARIA-PI
A1,20 min,1118.763964,96,12,0.36947063,-0.625498507,0.36947063,ARIA-PI
A1,20 min,1006.117986,95,12,0.365394912,-0.561745323,0.365394912,ARIA-PI
A1,20 min,669.3110561,50,12,0.258177607,0.601328765,0.258177607,ARIA-PI
A1,20 min,946.7882648,84,12,0.299326551,-0.28572935,0.299326551,ARIA-PI
A1,20 min,941.1839018,73,12,0.241176241,-0.029079539,0.241176241,ARIA-PI
A1,20 min,865.0296113,67,12,0.262201697,0.137260377,0.262201697,ARIA-PI
A1,20 min,913.0519296,79,12,0.359054994,-0.15782781,0.359054994,ARIA-PI
A1,20 min,914.1635202,92,12,0.342060727,-0.459154427,0.342060727,ARIA-PI
A1,20 min,852.2864783,80,12,0.282951782,-0.159072084,0.282951782,ARIA-PI
A1,20 min,840.0367091,72,12,0.286334067,0.030528726,0.286334067,ARIA-PI
A1,,,,,,,,
