0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.407412852,0.498684805,0.447060819,0.381668084,1.675666351,2.298019891,2.221697637,1.642524628,0.605438364,0.530143763,1.632637168,0.467740952,2.017078436,0.219247409,1.804836951,1.768631531,2.113384391,1.721411366,0.440151832,1.500136271,1.554099316,2.033163502,0.506279123,2.182482056,0.617875614,1.685585434,0.475722153,0.236183001,1.650380227,1.917139871,1.644276088,0.239582296,1.72362837,1.57127244,0.475473186,2.200908322,1.893031248,0.746398982,1.430710802,0.246338274,2.098148511,2.365196221,1.690470484,0.508483573,0.667649873,2.346654831,1.622975997,1.688485964,0.262246117,1.655359318
0.22124528,1.772631491,0.438486747,0.456549944,2.218911401,0.663699641,0.391682934,1.743648678,2.219129766,2.419031684,1.807708221,0.419141149,0.514728216,0.689838256,0.524854565,2.056646034,0.51357378,2.002243893,2.09661548,1.821843713,1.730476281,1.593654583,0.252197407,2.393627945,1.712569353,2.102470333,0.4633654,0.459954222,1.690753375,1.604491786,0.715304253,1.909810892,0.20461264,1.816120659,1.68394961,1.416934737,1.60007688,1.557674684,0.248591693,2.202078858,2.152824087,0.772584841,1.678414447,1.698779105,0.48980759,0.49425019,1.751496931,1.732181615,0.25145798,1.622891091
0.44058128,1.716112457,2.314059341,0.220804269,1.70186791,2.131705371,2.08907874,0.430988084,0.661020783,1.760638958,0.431166392,0.39106272,1.665189726,2.333954239,2.011129797,1.812959981,0.518860199,0.502752006,1.696788197,1.857449427,0.23111351,1.782447844,2.074251991,2.383941154,0.233417527,1.721372012,0.763461719,1.403139443,0.497245656,0.486790306,1.925407733,0.537238916,2.202564143,0.523339566,1.562897695,1.630957709,0.238442298,1.588067033,1.722893415,0.732579632,1.913341666,0.491495514,1.639042663,2.202432792,0.702616315,0.352726798,1.693264003,1.819328996,0.753025032,2.02113845
0.442294791,2.174757233,1.801049543,0.450229994,2.188102572,0.609619475,0.396066727,0.672426571,0.488635329,1.722245666,2.048316457,0.417362729,1.755658269,1.735385991,0.213473053,1.648829692,0.500636343,1.736969684,2.049921041,0.535710422,2.038850843,0.462949049,0.479298543,1.865193033,2.03318254,1.79570208,1.787082137,1.422030166,0.213206581,1.560828717,1.680104064,0.221481534,1.765910267,1.715210374,1.513661707,2.212599245,0.218000016,1.648629087,0.516929951,0.707411695,0.465318487,2.152916595,1.764547048,2.421688869,0.769592863,2.333193218,1.674235539,0.29950746,1.791610059,1.607483482
2.037525829,0.660433494,2.128577084,0.448361429,1.993695568,0.577908978,2.137366008,2.060489471,0.697274757,0.515580005,1.811577085,1.678023459,0.429316802,0.407110028,1.753023892,0.240933313,1.598754357,0.674891719,2.147822252,2.141149774,1.7168814,0.234434096,1.41469812,0.503373211,1.662766368,1.703821444,0.49573751,0.236989828,1.692836216,1.515876091,0.82813547,1.750165783,1.461642229,0.241011893,1.610601995,1.561599513,0.398609682,2.10158141,1.734622734,0.465035213,2.113382602,2.401222694,1.856826658,0.510156676,1.739363399,0.470388106,1.730746459,1.718026254,0.280016647,1.592312639
2.25018277,0.666211859,0.439067416,0.455332962,1.73369944,2.161842492,2.120105806,0.234272973,0.477773562,0.549036802,2.117505736,1.649169826,0.690482204,0.370751599,0.403882844,1.536001877,1.749003424,1.745082876,0.49913738,0.476042865,2.128877991,1.716565991,1.690982665,2.125278347,0.258987501,2.248347427,1.503106182,1.642584106,1.617070098,1.730544321,1.574220246,0.228618981,1.652283355,2.22225537,0.237605954,1.608078781,2.253289336,1.724934666,1.68211005,1.740720741,0.531153671,0.74485842,0.482808043,1.895635917,2.115728658,0.281100489,1.715959193,0.494120564,0.739495712,1.721831295
1.745366853,0.655073725,2.124215141,1.836767698,0.481627349,0.434726044,1.813616483,1.986878195,2.253398966,0.493375067,0.519870283,1.670129846,0.204630528,1.599580095,2.076239897,1.694925446,0.403234328,1.824914119,0.387289686,2.004053554,2.290597892,0.711529566,2.04933622,1.535103563,0.499384447,0.785353989,0.541284795,1.8224523,1.727827913,0.218017074,1.521686543,0.721770432,0.478793389,2.080957307,1.699096879,1.655435919,0.221039501,2.442412764,1.764971768,1.463431702,0.235902856,1.54718081,0.468276899,0.481373207,1.704139537,0.301685366,1.702588363,1.641406734,1.629060906,2.271821781
0.642922233,0.45179861,1.747885787,2.072152412,2.038876781,0.763602721,0.443939688,0.499799616,1.792764815,0.487573815,1.858538699,0.524493987,0.395451815,1.613298278,1.65197772,2.004631987,1.699084293,0.213196039,2.050024538,0.399998839,0.263235598,0.471164779,1.725691854,2.038706331,1.502908516,2.086706619,1.728120451,0.232858772,0.522336781,1.742764803,1.742580425,1.626210655,0.226890776,1.581884824,1.723591763,1.61760579,0.797539389,0.515219347,0.467254964,2.145704273,2.23450377,0.245114264,1.548360354,2.005400418,2.43179118,0.749249913,1.694491974,1.655898652,1.781056067,1.723388028
0.649994172,0.428195651,1.681992178,2.209150118,0.419294733,1.654889174,0.614202483,0.43442782,2.165141613,0.556382792,0.510956987,2.040197835,1.786590975,0.47805032,2.016561974,0.232913332,1.898660707,1.652037773,0.498002141,0.492117325,1.475600435,1.636382475,0.408670913,0.757892735,1.991205511,2.209725484,1.71203085,2.363383877,0.249347667,1.725404363,1.600893419,1.637062807,1.756217663,0.228488907,1.485993176,1.75190964,1.688422908,0.259939416,1.787838558,2.351322282,1.874345601,2.396693495,0.479675476,2.071285977,0.766807301,0.477610331,1.627010072,1.722288789,1.60930049,0.2803824
2.202507539,0.469209009,0.558004529,2.054176293,0.485955368,0.450096151,2.077453109,1.910228329,2.165136374,0.42096231,0.523091765,2.089328155,0.525294043,1.733818653,0.233673842,2.206573303,1.601725226,1.692412263,0.666439208,1.765610829,0.411808528,2.088223422,1.767582763,0.512846794,1.443013314,2.027818211,0.7289685,1.542532398,1.703344401,0.43789426,1.824623689,0.502446978,1.674140284,1.718350672,0.227881279,1.587623403,0.251956617,2.044979132,0.697541262,1.528811084,0.219631433,1.628988778,1.834225126,0.453567702,2.081688301,1.758144173,1.63109251,1.769446792,1.702700229,0.27876063
