0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.438082202,1.438082202,1.427976633,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.367017344,0.288625282,0.288625282,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348,0.216420348
0.640071327,0.640071327,0.640071327,0.640071327,0.640071327,0.640071327,0.640071327,0.640071327,0.640071327,0.640071327,0.38969094,0.38969094,0.38969094,0.38969094,0.37410202,0.37410202,0.280586646,0.255309786,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.240556124,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794,0.227006794
2.041308445,1.113332784,1.113332784,1.113332784,1.113332784,1.113332784,0.899353574,0.805198325,0.602328029,0.465710242,0.465710242,0.465710242,0.465710242,0.465710242,0.465710242,0.465710242,0.319985135,0.319985135,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.251066928,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.236942424,0.229360261,0.229360261
2.130333719,0.649367721,0.649367721,0.649367721,0.649367721,0.649367721,0.649367721,0.545982943,0.545982943,0.545982943,0.545982943,0.545982943,0.41070207,0.41070207,0.41070207,0.41070207,0.41070207,0.41070207,0.248865129,0.248865129,0.248865129,0.248865129,0.248865129,0.248865129,0.248865129,0.248865129,0.248865129,0.248865129,0.248865129,0.247990645,0.247990645,0.247990645,0.247990645,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.233206317,0.225345926,0.225345926,0.225345926,0.225345926
1.041301942,1.041301942,1.041301942,1.041301942,1.041301942,1.041301942,1.041301942,1.041301942,1.041301942,1.041301942,1.041301942,0.96535365,0.96535365,0.96535365,0.96535365,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.248955401,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207,0.231655207
1.306056048,1.306056048,1.306056048,1.306056048,1.306056048,1.306056048,1.306056048,0.43002633,0.43002633,0.43002633,0.43002633,0.43002633,0.43002633,0.43002633,0.43002633,0.43002633,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.262163767,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.256300161,0.253449463,0.253449463,0.220713038,0.220713038,0.220713038,0.220713038,0.220713038
1.478525881,1.478525881,1.189918699,1.189918699,0.400830391,0.400830391,0.400830391,0.400830391,0.400830391,0.400830391,0.400830391,0.400830391,0.400830391,0.400830391,0.400830391,0.351984624,0.31069208,0.31069208,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.310090009,0.305278494,0.305278494,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143,0.242647143
0.902576957,0.902576957,0.902576957,0.902576957,0.47589107,0.280655516,0.280655516,0.280655516,0.280655516,0.280655516,0.280655516,0.280655516,0.280655516,0.280655516,0.280655516,0.280655516,0.280655516,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284,0.211828284
3.113374795,0.818480328,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.574370154,0.49103144,0.343181517,0.309062452,0.309062452,0.309062452,0.309062452,0.309062452,0.309062452,0.309062452,0.309062452,0.309062452,0.309062452,0.309062452,0.309062452,0.304336673,0.304336673,0.304336673,0.277017156,0.277017156,0.277017156,0.277017156,0.277017156,0.277017156,0.277017156,0.277017156,0.277017156,0.277017156,0.277017156,0.261264942,0.261264942,0.261264942,0.258810726,0.258810726,0.258810726,0.258810726
2.175032586,0.876380668,0.876380668,0.504264241,0.504264241,0.504264241,0.504264241,0.504264241,0.504264241,0.504264241,0.504264241,0.351376101,0.351376101,0.351376101,0.351376101,0.351376101,0.351376101,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917,0.189481917
