0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.031231545,0.337850947,0.078337949,0.043864922,0.005028948,0.227749051,0.000246197,0.036429712,0.049094627,0.005212424,0.200684996,0.337850947,0.081585108,0.0104574,0.226308331,0.046071459,0.040867773,0.001859682,0.364662291,0.008785447,0.005889565,0.020611777,0.185642295,0.316919765,0.385239841,0.113614981,0.181312797,0.21083277,0.257154748,0.007504345,0.083735116,0.009886673,0.394339934,0.000986444,0.200684996,0.002203502,0.025881559,0.243550438,0.015293983,0.179684946,0.21948587,0.012869303,0.006950687,0.00931172,0.21083277,0.087472957,0.015124982,0.237195018,0.305628089,0.031728657,0.023129288,0.364662291,0.003945048,0.044694279,0.001149265,0.078337949,0.14016239,0.099370027,0.316919765,0.312456628
0.21083277,0.078337949,0.007504345,0.00931172,0.276740899,0.009886673,0.364662291,0.227749051,0.078337949,0.21083277,0.036429712,0.000986444,0.185642295,0.083735116,0.005889565,0.013765805,0.043864922,0.000550372,0.017440316,0.177137548,0.068594954,0.067529242,0.003945048,0.385239841,0.016081772,0.00349109,0.023129288,0.200684996,0.167366906,0.19136613,0.060036212,0.012237182,0.046071459,0.020611777,0.002203502,0.003367768,0.181312797,0.003367768,0.185642295,0.081585108,0.031231545,0.050480839,0.196815596,0.2691038,0.166996175,0.015763872,0.19136613,0.045558559,0.002778725,0.255149231,0.297128835,0.316919765,0.040372268,0.099370027,0.337850947,0.044694279,0.318665028,0.000768809,0.393297486,0.123797761
0.040867773,0.385239841,0.067529242,0.001859682,0.185642295,0.331911831,0.036429712,0.038267917,0.002203502,0.13018842,0.166996175,0.005448439,0.364662291,0.078337949,0.087472957,0.000246197,0.258403402,0.294671619,0.212601196,0.063984522,0.099370027,0.003367768,0.316919765,0.027015749,0.012237182,0.258403402,0.083735116,0.017440316,0.009886673,0.17784715,0.007504345,0.013074734,0.000986444,0.049094627,0.255149231,0.14016239,0.297128835,0.002337023,0.046071459,0.372125881,0.008637523,0.262287087,0.226308331,0.364662291,0.041278015,0.015124982,0.200684996,0.008785447,0.001717721,0.175078597,0.008579501,0.340910167,0.21083277,0.081585108,0.031051702,0.086181098,0.005889565,0.185642295,0.012807596,0.031728657
0.337850947,0.083735116,0.179684946,0.038267917,0.007504345,0.049094627,0.000246197,0.036429712,0.246050144,0.185642295,0.036429712,0.078337949,0.297128835,0.19136613,0.003367768,0.167366906,0.003221931,0.002203502,0.19136613,0.337850947,0.005790342,0.316919765,0.000986444,0.004441825,0.007504345,0.409188753,0.005889565,0.281988799,0.081585108,0.402766944,0.2691038,0.305628089,0.067529242,0.243550569,0.015763872,0.0104574,0.226308331,0.099370027,0.031231545,0.185642295,0.043864922,0.00931172,0.046071459,0.030342314,0.004150369,0.006950687,0.166996175,0.001717721,0.003945048,0.213235317,0.004594155,0.200684996,0.078337949,0.027938277,0.098103346,0.312456628,0.227749051,0.21083277,0.060036212,0.123797761
0.004441825,0.364662291,0.007504345,0.316919765,0.087472957,0.227749051,0.21083277,0.036429712,0.166996175,0.000246197,0.179684946,0.002203502,0.036429712,0.099370027,0.038267917,0.200684996,0.237195018,0.364662291,0.001859682,0.040867773,0.013074734,0.008785447,0.005889565,0.001717721,0.337850947,0.200684996,0.009886673,0.394339934,0.21083277,0.078337949,0.031231545,0.003076276,0.005028948,0.181312797,0.023129288,0.243550438,0.19136613,0.00349109,0.113614981,0.008637523,0.029836957,0.013867687,0.212601196,0.316919765,0.049762189,0.167366906,0.237195018,0.003945048,0.006950687,0.061504179,0.078337949,0.300432179,0.010744675,0.098437724,0.003367768,0.372125881,0.167584638,0.14016239,0.14016239,0.312456628
0.000550372,0.045502064,0.083735116,0.003367768,0.007504345,0.040867773,0.063984522,0.003945048,0.129156647,0.000613002,0.200684996,0.19136613,0.067529242,0.337850947,0.009886673,0.00349109,0.067529242,0.385239841,0.276740899,0.017440316,0.297128835,0.21083277,0.033654819,0.137722297,0.2691038,0.393297486,0.21948587,0.185642295,0.181312797,0.243550438,0.316919765,0.000986444,0.008785447,0.227749051,0.029836957,0.036429712,0.038267917,0.031231545,0.003367768,0.068522224,0.013867687,0.337850947,0.018514382,0.012237182,0.002778725,0.045558559,0.070134744,0.302760175,0.21083277,0.046802252,0.057882101,0.031231545,0.052366581,0.020466037,0.364662291,0.297128835,0.006856601,0.123797761,0.005889565,0.362854855
0.004150369,0.297128835,0.031231545,0.337850947,0.226308331,0.000550372,0.006856601,0.003945048,0.19136613,0.038267917,0.385239841,0.007504345,0.001474474,0.167366906,0.005212424,0.297128835,0.246050144,0.200684996,0.137722297,0.002337023,0.005790342,0.21083277,0.00931172,0.2691038,0.124380818,0.098437724,0.027015749,0.078337949,0.003945048,0.138724547,0.297710937,0.040867773,0.283731746,0.200684996,0.227749051,0.007504345,0.305628089,0.001149265,0.316919765,0.067529242,0.049762189,0.087472957,0.006629838,0.263949218,0.045502064,0.177552913,0.036429712,0.020997389,0.003367768,0.043864922,0.176328701,0.129156647,0.393297486,0.214082364,0.263353631,0.003118916,0.008785447,0.19136613,0.027938277,0.003367768
0.078337949,0.007504345,0.004620936,0.000550372,0.316919765,0.19136613,0.040867773,0.003945048,0.337850947,0.185642295,0.083735116,0.031231545,0.000246197,0.078337949,0.003367768,0.297128835,0.004150369,0.237195018,0.013293492,0.030342314,0.200684996,0.005889565,0.246050144,0.226308331,0.036429712,0.012237182,0.257154748,0.025881559,0.007504345,0.000986444,0.409188753,0.031231545,0.005212424,0.166996175,0.020611777,0.029836957,0.266735787,0.337850947,0.015568902,0.004594155,0.243550438,0.281988799,0.008785447,0.063984522,0.045502064,0.006119857,0.200684996,0.081585108,0.179684946,0.216896622,0.002337023,0.068522224,0.067529242,0.379153261,0.17784715,0.078353177,0.123797761,0.167584638,0.262287087,0.031728657
0.018514382,0.21083277,0.302760175,0.002337023,0.21083277,0.393297486,0.008785447,0.020611777,0.337850947,0.004441825,0.007504345,0.166996175,0.078337949,0.185642295,0.124380818,0.004150369,0.005436266,0.316919765,0.003076276,0.003367768,0.372125881,0.025881559,0.227749051,0.063984522,0.067529242,0.19136613,0.031231545,0.200684996,0.000550372,0.001149265,0.243550438,0.001859682,0.119509673,0.237195018,0.012237182,0.031231545,0.045558559,0.364662291,0.137722297,0.181312797,0.078337949,0.226308331,0.000246197,0.110242146,0.030342314,0.008785447,0.212601196,0.001474474,0.068522224,0.015293983,0.049762189,0.046552392,0.031728657,0.385239841,0.015568902,0.153605912,0.061504179,0.053615032,0.040867773,0.331911831
0.003367768,0.001859682,0.078337949,0.200684996,0.00931172,0.005212424,0.004150369,0.049762189,0.331911831,0.185642295,0.281988799,0.003945048,0.023597857,0.298178079,0.316919765,0.000768809,0.007504345,0.017440316,0.087472957,0.046071459,0.243550438,0.337850947,0.001474474,0.003945048,0.000398949,0.385239841,0.098437724,0.099370027,0.008785447,0.018514382,0.305628089,0.169057681,0.166996175,0.0104574,0.036429712,0.004441825,0.036429712,0.200684996,0.316919765,0.248611101,0.031231545,0.008637523,0.13018842,0.027015749,0.021036139,0.061504179,0.226308331,0.009886673,0.337850947,0.21083277,0.364662291,0.020611777,0.216896622,0.26861363,0.029836957,0.119509673,0.053615032,0.065441327,0.031728657,0.14016239
