0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.467022002,0.135474995,0.231131002,0.903122008,0.777167976,0.718186,0.485114,0.454935,0.589444,0.216094,0.143544,0.88604,0.877643,0.926467,0.910794,0.918252,0.689569,0.937275,0.919936,1,0.864021,0.923312,0.854206,0.861884,0.640959,0.886364,1,0.892742,0.919011,1,0.887147,0.903642,0.889599,0.859243,0.928242,0.900728,0.917536,0.937907,0.962822,0.991471,0.93438,0.979833,0.739562,0.948302,0.9441,0.912374,0.911773,0.848979,0.851388,0.990462,0.920841,0.91349,0.955273,0.941314,0.930579,0.910746,0.959684,0.93516,0.550019,0.964794
0.201593995,0.157348007,0.479422003,0.176066995,0.181815997,0.222538,0.430043,0.547774,0.246954,0.348796,0.950609,0.377964,0.853707,0.707687,0.762244,0.822414,0.942657,0.909449,0.823075,0.763742,0.532291,0.770618,0.953416,0.734983,0.814107,0.947131,0.664073,0.944496,0.960192,0.150532,0.928895,0.432714,0.870434,0.936724,0.916977,0.80232,0.821878,0.288593,0.936069,0.353231,0.9,0.389627,0.182892,0.860697,0.923312,0.863474,0.919011,1,0.825802,0.926467,0.886364,0.732366,1,0.764886,0.764303,0.859027,0.946976,0.93438,0.927651,0.954927
0.341637999,0.480201006,0.732366025,0.57682699,0.550279975,0.1441,0.688557,0.399543,0.793981,0.937275,0.919936,0.689569,0.967377,0.679169,0.944707,0.892863,0.936487,0.898003,0.911761,0.615094,0.9415,0.964898,0.966033,0.699934,0.876807,0.939386,0.93699,0.767223,0.167577,0.953063,0.982021,0.986922,0.930482,0.932825,0.918179,0.929681,0.903264,0.917536,0.914483,0.960384,0.229309,0.938158,0.940104,0.926467,0.923312,0.985294,0.932707,0.885877,0.974247,0.974549,0.964859,0.922769,0.974616,0.816568,0.964196,0.571912,0.894512,0.866255,0.762018,0.601766
0.140373006,0.242500007,0.683272004,0.323170006,0.734969974,0.668927,0.746533,0.537776,0.91872,0.919529,0.119746,0.787464,0.675936,0.669669,0.540921,0.906035,0.168188,0.587119,0.888996,0.388778,0.257204,0.861337,0.874932,0.709954,0.920647,0.909881,0.910872,0.904141,0.932964,0.609949,0.711086,0.908869,0.93443,0.939401,0.569614,0.960523,0.918077,0.913153,0.95876,0.006373,0.946438,0.94033,0.931338,0.932825,0.855838,0.925165,0.890948,0.991471,1,0.859243,0.964794,0.661406,0.946976,1,0.93438,0.962822,0.955273,0.937907,0.861884,0.744278
0.580748022,0.82902801,0.892206013,0.92276901,0.367830008,0.94033,0.87352,0.982021,0.047538,0.163535,0.886709,0.892863,0.894512,0.964859,0.948183,0.93699,0.913538,0.958536,0.974247,0.967609,0.985294,0.974616,0.668575,0.903447,0.908869,0.909576,0.816568,0.82299,0.817687,0.850385,0.922207,0.876807,0.966033,0.590223,0.637782,0.954822,0.753648,0.7665,0.974549,0.70291,0.906075,0.964898,0.978637,0.08357,0.651399,0.887044,0.972928,0.965743,0.978329,0.968863,0.878847,0.840207,0.948844,0.81465,0.613869,0.888996,0.849418,0.920089,0.932707,0.866255
0.228740007,0.214523003,0.917636991,0.675724983,0.491912991,0.783561,0.099022,0.803433,0.179262,0.720008,0.18716,0.799376,0.677325,0.77998,0.92529,0.848295,0.575548,0.655352,0.921587,0.683133,0.936069,0.9,0.335312,0.739491,0.916977,0.958453,0.685704,0.958015,0.954959,0.951903,0.876529,0.943269,0.876039,0.348043,0.912374,0.807069,0.948302,0.990462,0.838041,0.912804,0.941314,0.959684,0.869686,0.910746,0.818629,0.897384,0.991471,0.9441,0.851388,0.964794,0.510454,0.911773,0.979833,0.93438,0.918578,0.943215,0.946976,0.956509,0.946438,0.910743
0.165850997,0.654905021,0.95856601,0.396867007,0.120719999,0.111248,0.146313,0.924345,0.830476,0.873063,0.780346,0.944496,0.947395,0.650864,0.744458,0.890407,0.960192,0.863474,0.961461,0.866255,0.961623,0.907497,0.840548,0.730683,0.858228,0.167673,0.942329,0.970915,0.889454,0.923312,0.943764,0.946976,0.891461,0.773161,0.82299,0.974247,0.982021,0.948183,0.953063,0.876427,0.938158,0.932707,0.964898,0.939386,0.83954,0.885877,0.986922,0.892863,0.936487,0.964196,0.933753,0.894512,0.93699,0.863981,0.967377,0.911761,0.882653,0.926085,0.946676,0.928971
0.878391981,0.767943025,0.150921002,0.277925998,0.119300999,0.258269,0.91771,0.682274,0.863981,0.899633,0.943764,0.946976,0.76577,0.941314,0.829028,0.923312,0.787705,0.982021,0.948183,0.964196,0.986922,0.817687,0.927344,0.933753,0.932707,0.913538,0.934634,0.900349,0.909176,0.929176,0.883689,0.946438,0.562,0.917347,0.902306,0.960384,0.940104,0.730819,0.917536,0.918179,0.929681,0.189125,0.932825,0.953063,0.974247,0.974549,0.924345,0.966033,0.663166,0.936487,0.911688,0.985294,0.964898,0.675936,0.964859,0.885877,0.930482,0.876807,0.872658,0.873063
0.094842002,0.152034998,0.909965992,0.164138004,0.49278599,0.714137,0.967008,0.471332,0.887418,0.953063,0.939386,0.885877,0.753648,0.966033,0.974247,0.858779,0.964859,0.876807,0.964898,0.166563,0.054484,0.85726,0.958566,0.914627,0.974549,0.924345,0.985294,0.873063,0.947395,0.796108,0.684308,0.784359,0.930473,0.867849,0.927684,0.783069,0.780772,0.611317,0.942641,0.006991,0.531092,0.938427,0.850385,0.711168,0.501501,0.82105,0.847397,0.903954,0.882768,0.926982,0.885466,0.932707,0.9441,0.936487,0.924342,0.81738,0.891318,0.923312,0.908869,0.668927
0.315811008,0.182232007,0.392138988,0.243631005,0.144219995,0.913738,0.488246,0.922981,0.679169,0.94676,0.15829,0.618439,0.727801,0.216094,0.64497,0.901014,0.321469,0.685058,0.967377,0.9415,0.881281,0.953714,0.962966,0.937275,0.90794,0.91214,0.838322,0.596691,0.911515,0.903566,0.654815,0.880449,0.861884,0.890948,0.903936,0.941468,0.950559,0.944707,0.936487,0.925178,0.986922,0.929681,0.953063,0.85726,0.916453,0.8748,0.887418,0.960384,0.926467,0.938212,0.898003,0.892863,0.931338,0.938158,0.924342,0.837481,0.640966,0.932825,0.753648,0.928242
