0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.997621547,0.662809505,0.662809505,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.422334984,0.315716211,0.315716211,0.315716211,0.315716211,0.315716211,0.315716211,0.315716211,0.315716211,0.315716211
1.396014837,1.396014837,1.193453818,0.830813626,0.830813626,0.830813626,0.830813626,0.830813626,0.830813626,0.830813626,0.830813626,0.830813626,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.72206101,0.51297377,0.51297377,0.51297377,0.51297377,0.51297377,0.51297377,0.51297377,0.51297377,0.51297377,0.51297377,0.51297377,0.51297377,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542,0.444442542
1.259967704,1.259967704,0.997024122,0.989792969,0.989792969,0.989792969,0.97049535,0.97049535,0.97049535,0.97049535,0.97049535,0.667571109,0.667571109,0.667571109,0.667571109,0.667571109,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.506463181,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326,0.320103326
1.630919696,1.630919696,1.238162971,1.238162971,1.238162971,1.238162971,1.238162971,1.238162971,1.238162971,1.238162971,1.238162971,0.541748934,0.541748934,0.541748934,0.541748934,0.541748934,0.541748934,0.541748934,0.541748934,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195,0.456688195
2.212947684,2.212947684,0.795588063,0.795588063,0.795588063,0.795588063,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487,0.640618487
1.04218684,1.04218684,0.81827775,0.81827775,0.81827775,0.81827775,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116,0.42303116
0.702704778,0.702704778,0.702704778,0.702704778,0.702704778,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.491174802,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557,0.329473557
1.439671773,1.439671773,1.439671773,1.439671773,1.439671773,1.439671773,0.843885225,0.843885225,0.843885225,0.843885225,0.843885225,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826,0.438835826
0.694344041,0.694344041,0.694344041,0.694344041,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409,0.485204409
1.742215759,1.327445453,1.327445453,1.067577866,1.067577866,1.043109367,1.043109367,1.043109367,0.904009813,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537,0.344345537
